strain	subject acc.ver	subject title	species	genotype	E	P	H	F	date	year	location	GeoNames.country_code	GeoNames.admin1_code	GeoNames.admin2_code	GeoNames.admin3_code	GeoNames.admin4_code	GeoNames.geonameid	GeoNames.name	GeoNames.latitude	GeoNames.longitude	GeoNames.feature_code	GeoNames.modification_date
JQ326206.1	JQ326206.1	Human adenovirus 64 strain 2, complete genome	D	64	64	22	19	19	1955-01-01	1955	US.FL.086	US	FL	086	?	?	4164238	Miami-Dade County	25.60897	-80.49867	ADM2	2018-04-25
JQ326207.1	JQ326207.1	Human adenovirus 64 strain 3, complete genome	D	64	64	22	19	19	1955-01-01	1955	US.FL.086	US	FL	086	?	?	4164238	Miami-Dade County	25.60897	-80.49867	ADM2	2018-04-25
JQ326208.1	JQ326208.1	Human adenovirus 64 strain 88, complete genome	D	64	64	22	19	19	1989-01-01	1989	US.PA.003.61000	US	PA	003	61000	?	5206393	City of Pittsburgh	40.43962	-79.97626	ADM3	2017-05-14
JQ326209.1	JQ326209.1	Human adenovirus 19, complete genome	D	94	17	23	19	19	?	?	US.00	US	00	?	?	?	6252001	United States	39.76	-98.5	PCLI	2020-03-29
JQ824845.1	JQ824845.1	Human adenovirus 14 isolate HAdV-B/CHN/GZ01/2010/14[P14H14F14], complete genome	B	14	14	14	14	14	2010-10-07	2010	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
JX123027.1	JX123027.1	Human adenovirus 55 isolate CQ-814, complete genome	B	55	55	14	11	14	2010-08-18	2010	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
JX123028.1	JX123028.1	Human adenovirus 55 isolate CQ-1657, complete genome	B	55	55	14	11	14	2011-04-22	2011	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
JX123029.1	JX123029.1	Human adenovirus 55 isolate CQ-2903, complete genome	B	55	55	14	11	14	2012-01-08	2012	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
JX173077.1	JX173077.1	Human adenovirus C strain human/ARG/A8649/2005/2[P2H2F2], complete genome	C	2	2	2	2	2	2005-01-01	2005	AR.00	AR	00	?	?	?	3865483	Argentine Republic	-34	-64	PCLI	2020-03-29
JX173078.1	JX173078.1	Human adenovirus C strain human/ARG/A15812/2000/1[P1H1F1], complete genome	C	1	57	1	1	1	2000-01-01	2000	AR.00	AR	00	?	?	?	3865483	Argentine Republic	-34	-64	PCLI	2020-03-29
JX173079.1	JX173079.1	Human adenovirus C strain human/ARG/A15932/2002/2[P2H2F2], complete genome	C	89	57	89	2	2	2002-01-01	2002	AR.00	AR	00	?	?	?	3865483	Argentine Republic	-34	-64	PCLI	2020-03-29
JX173080.1	JX173080.1	Human adenovirus C strain human/EGY/E13/2001/1[P1H1F1], complete genome	C	104	57	1	1	1	2001-02-01	2001	EG.00	EG	00	?	?	?	357994	Arab Republic of Egypt	27	30	PCLI	2020-03-29
JX173081.1	JX173081.1	Human adenovirus C strain human/EGY/E53/2001/2[P2H2F2], complete genome	C	2	57	6	2	2	2001-10-18	2001	EG.00	EG	00	?	?	?	357994	Arab Republic of Egypt	27	30	PCLI	2020-03-29
JX173082.1	JX173082.1	Human adenovirus C strain human/USA/VT384/2003/1[P1H1F1], complete genome	C	1	1	1	1	1	2003-02-03	2003	US.00	US	00	?	?	?	6252001	United States	39.76	-98.5	PCLI	2020-03-29
JX173083.1	JX173083.1	Human adenovirus C strain human/USA/VT2672/2003/1[P1H1F1], complete genome	C	1	89	1	1	1	2003-02-28	2003	US.00	US	00	?	?	?	6252001	United States	39.76	-98.5	PCLI	2020-03-29
JX173084.1	JX173084.1	Human adenovirus C strain human/USA/VT5544/2003/2[P2H2F2], complete genome	C	2	6	2	2	2	2003-05-21	2003	US.00	US	00	?	?	?	6252001	United States	39.76	-98.5	PCLI	2020-03-29
JX173085.1	JX173085.1	Human adenovirus C strain human/USA/VT2612/2003/1[P1H1F1], complete genome	C	1	57	1	1	1	2003-03-03	2003	US.00	US	00	?	?	?	6252001	United States	39.76	-98.5	PCLI	2020-03-29
JX173086.1	JX173086.1	Human adenovirus C strain human/USA/VT13862/2004/1[P1H1F1], complete genome	C	1	57	1	1	1	2004-01-02	2004	US.00	US	00	?	?	?	6252001	United States	39.76	-98.5	PCLI	2020-03-29
JX423380.1	JX423380.1	Human adenovirus B strain human/USA/ak32_AdV3a/2004/3[P3H3F3], complete genome	B	3	3	3	3	3	2004-07-01	2004	US.SD	US	SD	?	?	?	5769223	South Dakota	44.50026	-100.25069	ADM1	2019-12-30
JX423381.1	JX423381.1	Human adenovirus B strain human/USA/ak33_AdV3a/2003/3[P3H3F3], complete genome	B	3	3	3	3	3	2003-01-01	2003	US.PA.101.60000	US	PA	101	60000	?	4560347	City of Philadelphia	40.00764	-75.13396	ADM3	2017-05-14
JX423382.1	JX423382.1	Human adenovirus B strain human/USA/ak34_AdV3a2/2008/3[P3H3F3], complete genome	B	3	3	3	3	3	2008-01-01	2008	US.PA.101.60000	US	PA	101	60000	?	4560347	City of Philadelphia	40.00764	-75.13396	ADM3	2017-05-14
JX423383.1	JX423383.1	Human adenovirus B strain human/USA/ak35_AdV7d2/2006/7[P7H7F7], complete genome	B	66	7	66	7	7	2006-04-01	2006	US.MO	US	MO	?	?	?	4398678	Missouri	38.25031	-92.50046	ADM1	2019-12-30
JX423384.1	JX423384.1	Human adenovirus B strain human/ARG/ak36_AdV11a/2005/55[P14H11F14], complete genome	B	55	55	14	11	14	2005-01-01	2005	AR.00	AR	00	?	?	?	3865483	Argentine Republic	-34	-64	PCLI	2020-03-29
JX423385.1	JX423385.1	Human adenovirus B strain human/EGY/ak37_AdV11a/2001/55[P14H11F14], complete genome	B	55	55	14	11	14	2001-05-01	2001	EG.00	EG	00	?	?	?	357994	Arab Republic of Egypt	27	30	PCLI	2020-03-29
JX423386.1	JX423386.1	Human adenovirus B strain human/ARG/ak38_AdV7h/2003/7[P7H7F7], complete genome	B	7	66	66	7	3	2003-01-01	2003	AR.00	AR	00	?	?	?	3865483	Argentine Republic	-34	-64	PCLI	2020-03-29
JX423387.1	JX423387.1	Human adenovirus B strain human/USA/ak39_AdV7d2/1997/7[P7H7F7], complete genome	B	66	7	66	7	7	1997-09-01	1997	US.IL	US	IL	?	?	?	4896861	Illinois	40.00032	-89.25037	ADM1	2019-12-30
JX423388.1	JX423388.1	Human adenovirus B strain human/USA/ak40_AdV7b/1997/7[P7H7F7], complete genome	B	66	7	66	7	7	1997-08-01	1997	US.IL	US	IL	?	?	?	4896861	Illinois	40.00032	-89.25037	ADM1	2019-12-30
JX423389.1	JX423389.1	Human adenovirus C strain human/USA/ak31_AdV6/2007/6[P6H6F6], complete genome	C	6	6	6	6	6	2007-08-01	2007	US.PA.101.60000	US	PA	101	60000	?	4560347	City of Philadelphia	40.00764	-75.13396	ADM3	2017-05-14
JX491639.1	JX491639.1	Human adenovirus 55 isolate HAdV-B/CHN/BJ01/2011/55[P14H11F14], complete genome	B	55	55	14	11	14	2011-03-24	2011	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
JX625134.1	JX625134.1	Human adenovirus 7 isolate CQ1198, complete genome	B	66	7	66	7	7	2010-11-01	2010	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
JX892927.2	JX892927.2	Human adenovirus 14 isolate CHN 2012, complete genome	B	14	14	14	14	14	2012-02-01	2012	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
KC440171.1	KC440171.1	Human adenovirus 7 strain human/CHN/DG01/2011/7[P7H7F7], complete genome	B	66	7	66	7	7	2011-03-06	2011	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
KC529648.1	KC529648.1	Human adenovirus 43 strain 1309 from USA, complete genome	D	43	43	43	43	43	1981-01-01	1981	US.00	US	00	?	?	?	6252001	United States	39.76	-98.5	PCLI	2020-03-29
KC857700.1	KC857700.1	Human adenovirus 7 strain HAdV B7 XZ2011-93, complete genome	B	66	7	66	7	7	2012-01-25	2012	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
KC857701.1	KC857701.1	Human adenovirus 55 strain HAdV B55 XZ2012-492, complete genome	B	55	55	14	11	14	2012-04-26	2012	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
KF268117.1	KF268117.1	Human adenovirus B strain human/USA/UFL_Adv7d2-2/unknown/7[P7H7F7], complete genome	B	66	7	66	7	7	?	?	US.IA	US	IA	?	?	?	4862182	Iowa	42.00027	-93.50049	ADM1	2019-12-30
KF268118.1	KF268118.1	Human adenovirus D strain human/USA/CL_48/1991/8[P8/H8F/F53], complete genome	D	8	8	8	8	8	1991-01-01	1991	US.PA.003.61000	US	PA	003	61000	?	5206393	City of Pittsburgh	40.43962	-79.97626	ADM3	2017-05-14
KF268119.1	KF268119.1	Human adenovirus A strain human/USA/UFL_Adv31/2005/31[P31H31F31], complete genome	A	31	31	31	31	31	2005-01-01	2005	US.CO	US	CO	?	?	?	5417618	Colorado	39.00027	-105.50083	ADM1	2019-12-30
KF268120.1	KF268120.1	Human adenovirus B strain human/USA/UFL_Adv3a2/2007/3[P3H3F3], complete genome	B	3	3	3	3	3	2007-02-01	2007	US.CT	US	CT	?	?	?	4831725	Connecticut	41.66704	-72.66648	ADM1	2018-09-09
KF268121.1	KF268121.1	Human adenovirus B strain human/USA/UFL_Adv11/2005/11[P11H11F11], complete genome	B	11	35	11	11	11	2005-08-01	2005	US.WI	US	WI	?	?	?	5279468	Wisconsin	44.50024	-90.00041	ADM1	2019-12-30
KF268122.1	KF268122.1	Human adenovirus D strain human/USA/CL_47/1989/37[P37/H37/F37], complete genome	D	37	64	37	37	19	1989-01-01	1989	US.PA.003.61000	US	PA	003	61000	?	5206393	City of Pittsburgh	40.43962	-79.97626	ADM3	2017-05-14
KF268123.1	KF268123.1	Human adenovirus B strain human/USA/UFL_Adv3a51/2007/3[P3H3F3], complete genome	B	3	3	3	3	3	2007-01-01	2007	US.CT	US	CT	?	?	?	4831725	Connecticut	41.66704	-72.66648	ADM1	2018-09-09
KF268124.1	KF268124.1	Human adenovirus B strain human/USA/UFL_Adv35/2004/35[P35H35F35], complete genome	B	35	35	35	35	34	2004-12-01	2004	US.IA	US	IA	?	?	?	4862182	Iowa	42.00027	-93.50049	ADM1	2019-12-30
KF268125.1	KF268125.1	Human adenovirus B strain human/USA/CL_44/1988/7[P7H7F7], complete genome	B	66	7	66	7	7	1988-01-01	1988	US.PA.003.61000	US	PA	003	61000	?	5206393	City of Pittsburgh	40.43962	-79.97626	ADM3	2017-05-14
KF268126.1	KF268126.1	Human adenovirus B strain human/USA/UFL_Adv7h/2005/66[P7H7F3], complete genome	B	66	66	66	7	3	2005-02-01	2005	US.IA	US	IA	?	?	?	4862182	Iowa	42.00027	-93.50049	ADM1	2019-12-30
KF268127.1	KF268127.1	Human adenovirus C strain human/USA/CL_42/1988/5[P5H5F5], complete genome	C	5	5	5	5	5	1988-01-01	1988	US.PA.003.61000	US	PA	003	61000	?	5206393	City of Pittsburgh	40.43962	-79.97626	ADM3	2017-05-14
KF268128.1	KF268128.1	Human adenovirus B strain human/USA/CL_46/1988/3[P3H3F3], complete genome	B	3	3	66	3	3	1988-01-01	1988	US.PA.003.61000	US	PA	003	61000	?	5206393	City of Pittsburgh	40.43962	-79.97626	ADM3	2017-05-14
KF268130.1	KF268130.1	Human adenovirus C strain human/USA/UFL_Adv2/2004/2[P2H2F2], complete genome	C	2	2	2	2	2	2004-12-01	2004	US.NY	US	NY	?	?	?	5128638	New York	43.00035	-75.4999	ADM1	2019-12-27
KF268131.1	KF268131.1	Human adenovirus B strain human/USA/UFL_Adv3a17/2007/3[P3H3F3], complete genome	B	3	3	66	3	3	2007-02-01	2007	US.CT	US	CT	?	?	?	4831725	Connecticut	41.66704	-72.66648	ADM1	2018-09-09
KF268132.1	KF268132.1	Human adenovirus B strain human/USA/CL_45/1988/3[P3H7F3], complete genome	B	3	3	66	3	3	1988-01-01	1988	US.PA.003.61000	US	PA	003	61000	?	5206393	City of Pittsburgh	40.43962	-79.97626	ADM3	2017-05-14
KF268133.1	KF268133.1	Human adenovirus B strain human/USA/UFL_Adv3a50/2007/3[P3H3F3], complete genome	B	3	3	3	3	3	2007-02-01	2007	US.CT	US	CT	?	?	?	4831725	Connecticut	41.66704	-72.66648	ADM1	2018-09-09
KF268134.1	KF268134.1	Human adenovirus B strain human/USA/CL_43/1988/7[P7H7F7], complete genome	B	66	7	7	7	7	1988-01-01	1988	US.PA.003.61000	US	PA	003	61000	?	5206393	City of Pittsburgh	40.43962	-79.97626	ADM3	2017-05-14
KF268135.1	KF268135.1	Human adenovirus B strain human/USA/UFL_Adv7d2-3/unknown/7[P7H7F7], complete genome	B	66	7	66	7	7	?	?	US.IA	US	IA	?	?	?	4862182	Iowa	42.00027	-93.50049	ADM1	2019-12-30
KF268196.1	KF268196.1	Human adenovirus B strain human/USA/UFL_Adv34/2005/34[P34/H34/F34], complete genome	B	34	34	34	34	34	2005-10-01	2005	US.TX	US	TX	?	?	?	4736286	Texas	31.25044	-99.25061	ADM1	2019-12-30
KF268197.1	KF268197.1	Human adenovirus D strain human/USA/UFL_Adv22/2005/53[P53/H53/F53], complete genome	D	85	85	37	22	8	2005-01-01	2005	US.CT	US	CT	?	?	?	4831725	Connecticut	41.66704	-72.66648	ADM1	2018-09-09
KF268198.1	KF268198.1	Human adenovirus D strain human/USA/CL_49/1991/8[P8/H8/F53], complete genome	D	8	8	8	8	8	1991-01-01	1991	US.PA.003.61000	US	PA	003	61000	?	5206393	City of Pittsburgh	40.43962	-79.97626	ADM3	2017-05-14
KF268199.1	KF268199.1	Human adenovirus C strain human/USA/UFL_Adv5/2008/5[P2/H5/F5], complete genome	C	5	57	1	5	5	2008-02-01	2008	US.CT	US	CT	?	?	?	4831725	Connecticut	41.66704	-72.66648	ADM1	2018-09-09
KF268201.1	KF268201.1	Human mastadenovirus D strain human/DEU/HEIM_00080/1982/94[P33H15F9], complete genome	D	94	94	33	15	9	1982-05-11	1982	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
KF268202.1	KF268202.1	Human adenovirus B strain human/USA/MEEI_00075/X/3[P3H3F3], complete genome	B	3	3	66	3	3	?	?	US.00	US	00	?	?	?	6252001	United States	39.76	-98.5	PCLI	2020-03-29
KF268203.1	KF268203.1	Human adenovirus D strain human/USA/MEEI_00074/X/37[P37H37F37], complete genome	D	37	64	37	37	19	?	?	US.00	US	00	?	?	?	6252001	United States	39.76	-98.5	PCLI	2020-03-29
KF268204.1	KF268204.1	Human adenovirus D strain human/DEU/HEIM_00082/1988/15[P15H15F15], complete genome	D	15	15	15	15	15	1988-05-20	1988	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
KF268205.1	KF268205.1	Human adenovirus D strain human/USA/MEEI_00079/X/8[P8H8F8], complete genome	D	8	54	8	8	8	?	?	US.00	US	00	?	?	?	6252001	United States	39.76	-98.5	PCLI	2020-03-29
KF268206.1	KF268206.1	Human mastadenovirus D strain human/DEU/HEIM_00100/1984/95[P95H9F15], complete genome	D	95	95	95	9	15	1984-04-10	1984	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
KF268207.1	KF268207.1	Human adenovirus 71 strain human/DEU/HEIM_00085/1987/71[P9H20F71], complete genome	D	71	71	9	20	71	1987-11-01	1987	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
KF268208.1	KF268208.1	Human mastadenovirus D strain human/DEU/HEIM_00093/X/91[P37H37F17], complete genome	D	91	91	37	37	17	?	?	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
KF268209.1	KF268209.1	Human adenovirus D strain human/USA/MEEI_00078/X/56[P56H56F56], complete genome	D	56	87	9	15	9	?	?	US.00	US	00	?	?	?	6252001	United States	39.76	-98.5	PCLI	2020-03-29
KF268210.1	KF268210.1	Human adenovirus B strain human/IND/MEEI_00057/2011/3[P7H3F3], complete genome	B	3	7	66	3	3	2011-04-01	2011	IN.25	IN	25	?	?	?	1255053	State of Tamil Nādu	11	78.33333	ADM1	2018-10-22
KF268211.1	KF268211.1	Human mastadenovirus D strain human/DEU/HEIM_00098/1987/99[P9H46F39], complete genome	D	99	99	9	46	39	1987-04-10	1987	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
KF268212.1	KF268212.1	Human adenovirus B strain human/IND/MEEI_00062/2011/3[P7H3F3], complete genome	B	3	7	66	3	3	2011-04-06	2011	IN.25	IN	25	?	?	?	1255053	State of Tamil Nādu	11	78.33333	ADM1	2018-10-22
KF268213.1	KF268213.1	Human adenovirus D strain human/USA/MEEI_0076/X/64[P64H64F64], complete genome	D	64	64	22	19	19	?	?	US.00	US	00	?	?	?	6252001	United States	39.76	-98.5	PCLI	2020-03-29
KF268310.1	KF268310.1	Human adenovirus C strain human/USA/Pitts_00109/1992/2[P2H2F2], complete genome	C	2	2	2	2	2	1992-01-01	1992	US.PA.003.61000	US	PA	003	61000	?	5206393	City of Pittsburgh	40.43962	-79.97626	ADM3	2017-05-14
KF268311.1	KF268311.1	Human adenovirus B strain human/CHN/Ad4/2007/NEW[P3H3F7], complete genome	B	3	3	3	3	3	2007-01-01	2007	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
KF268312.1	KF268312.1	Human mastadenovirus D strain human/DEU/HEIM_00096/1984/102[P102H38F30], complete genome	D	102	102	102	38	30	1984-02-06	1984	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
KF268313.1	KF268313.1	Human adenovirus D strain human/USA/Pitts_00150/1992/NEW[P26H56F56], complete genome	D	56	87	9	15	9	1992-01-01	1992	US.PA.003.61000	US	PA	003	61000	?	5206393	City of Pittsburgh	40.43962	-79.97626	ADM3	2017-05-14
KF268314.1	KF268314.1	Human adenovirus B strain human/CHN/DG/2011/7[P7H7F7], complete genome	B	66	7	66	7	7	2011-03-05	2011	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
KF268316.1	KF268316.1	Human adenovirus B strain human/CHN/a238/2011/7[P7H7F7], complete genome	B	66	7	66	7	7	2011-10-08	2011	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
KF268320.1	KF268320.1	Human mastadenovirus D strain human/DEU/HEIM_00087/1987/97[P67H28F60], complete genome	D	97	97	67	28	60	1987-12-14	1987	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
KF268321.1	KF268321.1	Human adenovirus D strain human/USA/MEEI_0077/X/8[P8H8F8], complete genome	D	8	8	8	8	8	?	?	US.00	US	00	?	?	?	6252001	United States	39.76	-98.5	PCLI	2020-03-29
KF268322.1	KF268322.1	Human mastadenovirus D strain human/DEU/HEIM_00091/1986/103[P103H33F30], complete genome	D	103	103	103	33	30	1986-05-20	1986	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
KF268324.1	KF268324.1	Human mastadenovirus D strain human/DEU/HEIM_00095/1988/101[P101H37F45], complete genome	D	101	101	101	37	45	1988-01-01	1988	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
KF268325.1	KF268325.1	Human mastadenovirus D strain human/DEU/HEIM_00090/1986/92[P92H32F27], complete genome	D	92	92	92	32	27	1986-05-20	1986	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
KF268327.1	KF268327.1	Human mastadenovirus D strain human/DEU/HEIM_00089/1988/96[P23H32F62], complete genome	D	96	96	23	32	62	1988-05-26	1988	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
KF268328.1	KF268328.1	Human adenovirus B strain human/DEU/HEIM_00092/1985/NEW[P35H34F7], complete genome	B	77	77	35	34	7	1985-01-29	1985	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
KF268329.1	KF268329.1	Human adenovirus D strain human/DEU/HEIM_00081/1982/56[P56H56F56], complete genome	D	56	56	9	15	9	1982-07-03	1982	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
KF268330.1	KF268330.1	Human mastadenovirus D strain human/DEU/HEIM_00083/1986/100[P100H17F30], complete genome	D	100	100	100	17	30	1986-03-08	1986	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
KF268332.1	KF268332.1	Human mastadenovirus D strain human/DEU/HEIM_00099/1986/98[P98H46F9], complete genome	D	98	98	98	46	9	1986-04-07	1986	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
KF268333.1	KF268333.1	Human adenovirus D strain human/USA/CL_50/1992/56[P56/H56/F56], complete genome	D	56	87	9	15	9	1992-01-01	1992	US.PA.003.61000	US	PA	003	61000	?	5206393	City of Pittsburgh	40.43962	-79.97626	ADM3	2017-05-14
KF268334.1	KF268334.1	Human mastadenovirus D strain human/DEU/HEIM_00094/1988/93[P28H37F38], complete genome	D	93	93	28	37	38	1988-03-28	1988	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
KF268335.1	KF268335.1	Human mastadenovirus D strain human/DEU/HEIM_00088/1985/72[P72H30F72], complete genome	D	72	72	72	30	72	1985-09-03	1985	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
KF302429.1	KF302429.1	UNVERIFIED: Human mastadenovirus D isolate LN2012-14, complete genome	D	56	71	9	15	9	2012-11-06	2012	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
KF303069.1	KF303069.1	Human adenovirus 41 isolate NY/2010/4849, complete genome	F	41	41	41	41	41	2010-01-01	2010	US.NY	US	NY	?	?	?	5128638	New York	43.00035	-75.4999	ADM1	2019-12-27
KF303070.1	KF303070.1	Human adenovirus 41 isolate NY/2010/4845, complete genome	F	41	41	41	41	41	2010-01-01	2010	US.NY	US	NY	?	?	?	5128638	New York	43.00035	-75.4999	ADM1	2019-12-27
KF303071.1	KF303071.1	Human adenovirus 41 isolate 10-4851, complete genome	F	41	41	41	41	41	2010-01-01	2010	US.00	US	00	?	?	?	6252001	United States	39.76	-98.5	PCLI	2020-03-29
KF429751.1	KF429751.1	Human adenovirus D strain human/USA/Pitts_00132/1992/8[P8H8F8], complete genome	D	8	8	8	8	8	1992-01-01	1992	US.PA.003.61000	US	PA	003	61000	?	5206393	City of Pittsburgh	40.43962	-79.97626	ADM3	2017-05-14
KF429753.1	KF429753.1	UNVERIFIED: Human adenovirus D strain human/USA/Pitts_00119/1989/8[P8H8F8] genomic sequence	D	8	54	8	8	8	1989-01-01	1989	US.PA.003.61000	US	PA	003	61000	?	5206393	City of Pittsburgh	40.43962	-79.97626	ADM3	2017-05-14
KF429754.1	KF429754.1	Human adenovirus C strain human/USA/Pitts_00149/1990/5[P5H5F5]F268310, complete genome	C	5	5	5	5	5	1990-01-01	1990	US.PA.003.61000	US	PA	003	61000	?	5206393	City of Pittsburgh	40.43962	-79.97626	ADM3	2017-05-14
KF528688.1	KF528688.1	Human adenovirus 21, complete genome	B	21	21	21	21	21	?	?	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
KF577593.1	KF577593.1	Human adenovirus 21a isolate LRTI-3, complete genome	B	21	21	21	21	21	2010-07-01	2010	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
KF577595.1	KF577595.1	Human adenovirus 21a isolate LRTI-1, complete genome	B	21	21	21	21	21	2005-05-01	2005	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
KF577597.1	KF577597.1	Human adenovirus 21a isolate LRTI-5, complete genome	B	21	21	21	21	21	2012-11-01	2012	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
KF577598.1	KF577598.1	Human adenovirus 21a isolate LRTI-6, complete genome	B	21	21	21	21	21	2013-02-01	2013	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
KF577599.1	KF577599.1	Human adenovirus 21a isolate LRTI-1, complete genome	B	21	21	21	21	21	2005-05-01	2005	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
KF633445.1	KF633445.1	Human adenovirus B strain human/DEU/HEIM_00086/X/X[PXHXFX], complete genome	B	76	76	21	21	16	?	?	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
KF802425.1	KF802425.1	Human adenovirus 21a isolate LRTI-5, complete genome	B	21	21	21	21	21	2012-11-01	2012	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
KF802426.1	KF802426.1	Human adenovirus 21a isolate LRTI-2, complete genome	B	21	21	21	21	21	2008-08-01	2008	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
KF906413.1	KF906413.1	Human adenovirus 11+34 strain IC763, complete genome	B	79	79	11	34	11	2010-08-24	2010	KR.00	KR	00	?	?	?	1835841	Republic of Korea	36.5	127.75	PCLI	2020-03-29
KF908851.1	KF908851.1	Human adenovirus 55 strain TJ-2013-90, complete genome	B	55	55	14	11	14	2013-01-14	2013	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
KF938575.1	KF938575.1	Human adenovirus 21a isolate LRTI-4, complete genome	B	21	21	21	21	21	2012-05-01	2012	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
KF938576.1	KF938576.1	Human adenovirus 21a isolate LRTI-4, complete genome	B	21	21	21	21	21	2012-05-01	2012	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
KF951595.1	KF951595.1	Human adenovirus C strain DD28, complete genome	C	6	6	6	6	6	2013-02-23	2013	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
KJ019879.1	KJ019879.1	Human adenovirus 7 strain XY6/XY/CHN/2013, complete genome	B	66	7	66	7	7	2013-01-01	2013	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
KJ019880.1	KJ019880.1	Human adenovirus 7 strain XY1/XY/CHN/2012, complete genome	B	66	7	66	7	7	2012-01-01	2012	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
